percentile,fy,baseline,high_inflation,no_policy,indexed_brackets
0.073,FY2032_33,0,0,0,0
0.073,FY2033_34,0,0,0,0
0.073,FY2034_35,0,0,0,0
0.074,FY2025_26,0,0,0,0
0.074,FY2026_27,0,0,0,0
0.074,FY2027_28,0,0,0,0
0.074,FY2028_29,0,0,0,0
0.074,FY2029_30,0,0,0,0
0.074,FY2030_31,0,0,0,0
0.074,FY2031_32,0,0,0,0
0.074,FY2032_33,0,0,0,0
0.074,FY2033_34,0,0,0,0
0.074,FY2034_35,0,0,0,0
0.075,FY2025_26,0,0,0,0
0.075,FY2026_27,0,0,0,0
0.075,FY2027_28,0,0,0,0
0.075,FY2028_29,0,0,0,0
0.075,FY2029_30,0,0,0,0
0.075,FY2030_31,0,0,0,0
0.075,FY2031_32,0,0,0,0
0.075,FY2032_33,0,0,0,0
0.075,FY2033_34,0,0,0,0
0.075,FY2034_35,0,0,0,0
0.076,FY2025_26,0,0,0,0
0.076,FY2026_27,0,0,0,0
0.076,FY2027_28,0,0,0,0
0.076,FY2028_29,0,0,0,0
0.076,FY2029_30,0,0,0,0
0.076,FY2030_31,0,0,0,0
0.076,FY2031_32,0,0,0,0
0.076,FY2032_33,0,0,0,0
0.076,FY2033_34,0,0,0,0
0.076,FY2034_35,0,0,0,0
0.077,FY2025_26,0,0,0,0
0.077,FY2026_27,0,0,0,0
0.077,FY2027_28,0,0,0,0
0.077,FY2028_29,0,0,0,0
0.077,FY2029_30,0,0,0,0
0.077,FY2030_31,0,0,0,0
0.077,FY2031_32,0,0,0,0
0.077,FY2032_33,0,0,0,0
0.077,FY2033_34,0,0,0,0
0.077,FY2034_35,0,0,0,0
0.078,FY2025_26,0,0,0,0
0.078,FY2026_27,0,0,0,0
0.078,FY2027_28,0,0,0,0
0.078,FY2028_29,0,0,0,0
0.078,FY2029_30,0,0,0,0
0.078,FY2030_31,0,0,0,0
0.078,FY2031_32,0,0,0,0
0.078,FY2032_33,0,0,0,0
0.078,FY2033_34,0,0,0,0
0.078,FY2034_35,0,0,0,0
0.079,FY2025_26,0,0,0,0
0.079,FY2026_27,0,0,0,0
0.079,FY2027_28,0,0,0,0
0.079,FY2028_29,0,0,0,0
0.079,FY2029_30,0,0,0,0
0.079,FY2030_31,0,0,0,0
0.079,FY2031_32,0,0,0,0
0.079,FY2032_33,0,0,0,0
0.079,FY2033_34,0,0,0,0
0.079,FY2034_35,0,0,0,0
0.08,FY2025_26,0,0,0,0
0.08,FY2026_27,0,0,0,0
0.08,FY2027_28,0,0,0,0
0.08,FY2028_29,0,0,0,0
0.08,FY2029_30,0,0,0,0
0.08,FY2030_31,0,0,0,0
0.08,FY2031_32,0,0,0,0
0.08,FY2032_33,0,0,0,0
0.08,FY2033_34,0,0,0,0
0.08,FY2034_35,0,0,0,0
0.081,FY2025_26,0,0,0,0
0.081,FY2026_27,0,0,0,0
0.081,FY2027_28,0,0,0,0
0.081,FY2028_29,0,0,0,0
0.081,FY2029_30,0,0,0,0
0.081,FY2030_31,0,0,0,0
0.081,FY2031_32,0,0,0,0
0.081,FY2032_33,0,0,0,0
0.081,FY2033_34,0,0,0,0
0.081,FY2034_35,0,0,0,0
0.082,FY2025_26,0,0,0,0
0.082,FY2026_27,0,0,0,0
0.082,FY2027_28,0,0,0,0
0.082,FY2028_29,0,0,0,0
0.082,FY2029_30,0,0,0,0
0.082,FY2030_31,0,0,0,0
0.082,FY2031_32,0,0,0,0
0.082,FY2032_33,0,0,0,0
0.082,FY2033_34,0,0,0,0
0.082,FY2034_35,0,0,0,0
0.083,FY2025_26,0,0,0,0
0.083,FY2026_27,0,0,0,0
0.083,FY2027_28,0,0,0,0
0.083,FY2028_29,0,0,0,0
0.083,FY2029_30,0,0,0,0
0.083,FY2030_31,0,0,0,0
0.083,FY2031_32,0,0,0,0
0.083,FY2032_33,0,0,0,0
0.083,FY2033_34,0,0,0,0
0.083,FY2034_35,0,0,0,0
0.084,FY2025_26,0,0,0,0
0.084,FY2026_27,0,0,0,0
0.084,FY2027_28,0,0,0,0
0.084,FY2028_29,0,0,0,0
0.084,FY2029_30,0,0,0,0
0.084,FY2030_31,0,0,0,0
0.084,FY2031_32,0,0,0,0
0.084,FY2032_33,0,0,0,0
0.084,FY2033_34,0,0,0,0
0.084,FY2034_35,0,0,0,0
0.085,FY2025_26,0,0,0,0
0.085,FY2026_27,0,0,0,0
0.085,FY2027_28,0,0,0,0
0.085,FY2028_29,0,0,0,0
0.085,FY2029_30,0,0,0,0
0.085,FY2030_31,0,0,0,0
0.085,FY2031_32,0,0,0,0
0.085,FY2032_33,0,0,0,0
0.085,FY2033_34,0,0,0,0
0.085,FY2034_35,0,0,0,0
0.086,FY2025_26,0,0,0,0
0.086,FY2026_27,0,0,0,0
0.086,FY2027_28,0,0,0,0
0.086,FY2028_29,0,0,0,0
0.086,FY2029_30,0,0,0,0
0.086,FY2030_31,0,0,0,0
0.086,FY2031_32,0,0,0,0
0.086,FY2032_33,0,0,0,0
0.086,FY2033_34,0,0,0,0
0.086,FY2034_35,0,0,0,0
0.087,FY2025_26,0,0,0,0
0.087,FY2026_27,0,0,0,0
0.087,FY2027_28,0,0,0,0
0.087,FY2028_29,0,0,0,0
0.087,FY2029_30,0,0,0,0
0.087,FY2030_31,0,0,0,0
0.087,FY2031_32,0,0,0,0
0.087,FY2032_33,0,0,0,0
0.087,FY2033_34,0,0,0,0
0.087,FY2034_35,0,0,0,0
0.088,FY2025_26,0,0,0,0
0.088,FY2026_27,0,0,0,0
0.088,FY2027_28,0,0,0,0
0.088,FY2028_29,0,0,0,0
0.088,FY2029_30,0,0,0,0
0.088,FY2030_31,0,0,0,0
0.088,FY2031_32,0,0,0,0
0.088,FY2032_33,0,0,0,0
0.088,FY2033_34,0,0,0,0
0.088,FY2034_35,0,0,0,0
0.089,FY2025_26,0,0,0,0
0.089,FY2026_27,0,0,0,0
0.089,FY2027_28,0,0,0,0
0.089,FY2028_29,0,0,0,0
0.089,FY2029_30,0,0,0,0
0.089,FY2030_31,0,0,0,0
0.089,FY2031_32,0,0,0,0
0.089,FY2032_33,0,0,0,0
0.089,FY2033_34,0,0,0,0
0.089,FY2034_35,0,0,0,0
0.09,FY2025_26,0,0,0,0
0.09,FY2026_27,0,0,0,0
0.09,FY2027_28,0,0,0,0
0.09,FY2028_29,0,0,0,0
0.09,FY2029_30,0,0,0,0
0.09,FY2030_31,0,0,0,0
0.09,FY2031_32,0,0,0,0
0.09,FY2032_33,0,0,0,0
0.09,FY2033_34,0,0,0,0
0.09,FY2034_35,0,0,0,0
0.091,FY2025_26,0,0,0,0
0.091,FY2026_27,0,0,0,0
0.091,FY2027_28,0,0,0,0
0.091,FY2028_29,0,0,0,0
0.091,FY2029_30,0,0,0,0
0.091,FY2030_31,0,0,0,0
0.091,FY2031_32,0,0,0,0
0.091,FY2032_33,0,0,0,0
0.091,FY2033_34,0,0,0,0
0.091,FY2034_35,0,0,0,0
0.092,FY2025_26,0,0,0,0
0.092,FY2026_27,0,0,0,0
0.092,FY2027_28,0,0,0,0
0.092,FY2028_29,0,0,0,0
0.092,FY2029_30,0,0,0,0
0.092,FY2030_31,0,0,0,0
0.092,FY2031_32,0,0,0,0
0.092,FY2032_33,0,0,0,0
0.092,FY2033_34,0,0,0,0
0.092,FY2034_35,0,0,0,0
0.093,FY2025_26,0,0,0,0
0.093,FY2026_27,0,0,0,0
0.093,FY2027_28,0,0,0,0
0.093,FY2028_29,0,0,0,0
0.093,FY2029_30,0,0,0,0
0.093,FY2030_31,0,0,0,0
0.093,FY2031_32,0,0,0,0
0.093,FY2032_33,0,0,0,0
0.093,FY2033_34,0,0,0,0
0.093,FY2034_35,0,0,0,0
0.094,FY2025_26,0,0,0,0
0.094,FY2026_27,0,0,0,0
0.094,FY2027_28,0,0,0,0
0.094,FY2028_29,0,0,0,0
0.094,FY2029_30,0,0,0,0
0.094,FY2030_31,0,0,0,0
0.094,FY2031_32,0,0,0,0
0.094,FY2032_33,0,0,0,0
0.094,FY2033_34,0,0,0,0
0.094,FY2034_35,0,0,0,0
0.095,FY2025_26,0,0,0,0
0.095,FY2026_27,0,0,0,0
0.095,FY2027_28,0,0,0,0
0.095,FY2028_29,0,0,0,0
0.095,FY2029_30,0,0,0,0
0.095,FY2030_31,0,0,0,0
0.095,FY2031_32,0,0,0,0
0.095,FY2032_33,0,0,0,0
0.095,FY2033_34,0,0,0,0
0.095,FY2034_35,0,0,0,0
0.096,FY2025_26,0,0,0,0
0.096,FY2026_27,0,0,0,0
0.096,FY2027_28,0,0,0,0
0.096,FY2028_29,0,0,0,0
0.096,FY2029_30,0,0,0,0
0.096,FY2030_31,0,0,0,0
0.096,FY2031_32,0,0,0,0
0.096,FY2032_33,0,0,0,0
0.096,FY2033_34,0,0,0,0
0.096,FY2034_35,0,0,0,0
0.097,FY2025_26,0,0,0,0
0.097,FY2026_27,0,0,0,0
0.097,FY2027_28,0,0,0,0
0.097,FY2028_29,0,0,0,0
0.097,FY2029_30,0,0,0,0
0.097,FY2030_31,0,0,0,0
0.097,FY2031_32,0,0,0,0
0.097,FY2032_33,0,0,0,0
0.097,FY2033_34,0,0,0,0
0.097,FY2034_35,0,0,0,0
0.098,FY2025_26,0,0,0,0
0.098,FY2026_27,0,0,0,0
0.098,FY2027_28,0,0,0,0
0.098,FY2028_29,0,0,0,0
0.098,FY2029_30,0,0,0,0
0.098,FY2030_31,0,0,0,0
0.098,FY2031_32,0,0,0,0
0.098,FY2032_33,0,0,0,0
0.098,FY2033_34,0,0,0,0
0.098,FY2034_35,0,0,0,0
0.099,FY2025_26,0,0,0,0
0.099,FY2026_27,0,0,0,0
0.099,FY2027_28,0,0,0,0
0.099,FY2028_29,0,0,0,0
0.099,FY2029_30,0,0,0,0
0.099,FY2030_31,0,0,0,0
0.099,FY2031_32,0,0,0,0
0.099,FY2032_33,0,0,0,0
0.099,FY2033_34,0,0,0,0
0.099,FY2034_35,0,0,0,0
0.1,FY2025_26,0,0,0,0
0.1,FY2026_27,0,0,0,0
0.1,FY2027_28,0,0,0,0
0.1,FY2028_29,0,0,0,0
0.1,FY2029_30,0,0,0,0
0.1,FY2030_31,0,0,0,0
0.1,FY2031_32,0,0,0,0
0.1,FY2032_33,0,0,0,0
0.1,FY2033_34,0,0,0,0
0.1,FY2034_35,0,0,0,0
0.101,FY2025_26,0,0,0,0
0.101,FY2026_27,0,0,0,0
0.101,FY2027_28,0,0,0,0
0.101,FY2028_29,0,0,0,0
0.101,FY2029_30,0,0,0,0
0.101,FY2030_31,0,0,0,0
0.101,FY2031_32,0,0,0,0
0.101,FY2032_33,0,0,0,0
0.101,FY2033_34,0,0,0,0
0.101,FY2034_35,0,0,0,0
0.102,FY2025_26,0,0,0,0
0.102,FY2026_27,0,0,0,0
0.102,FY2027_28,0,0,0,0
0.102,FY2028_29,0,0,0,0
0.102,FY2029_30,0,0,0,0
0.102,FY2030_31,0,0,0,0
0.102,FY2031_32,0,0,0,0
0.102,FY2032_33,0,0,0,0
0.102,FY2033_34,0,0,0,0
0.102,FY2034_35,0,0,0,0
0.103,FY2025_26,0,0,0,0
0.103,FY2026_27,0,0,0,0
0.103,FY2027_28,0,0,0,0
0.103,FY2028_29,0,0,0,0
0.103,FY2029_30,0,0,0,0
0.103,FY2030_31,0,0,0,0
0.103,FY2031_32,0,0,0,0
0.103,FY2032_33,0,0,0,0
0.103,FY2033_34,0,0,0,0
0.103,FY2034_35,0,0,0,0
0.104,FY2025_26,0,0,0,0
0.104,FY2026_27,0,0,0,0
0.104,FY2027_28,0,0,0,0
0.104,FY2028_29,0,0,0,0
0.104,FY2029_30,0,0,0,0
0.104,FY2030_31,0,0,0,0
0.104,FY2031_32,0,0,0,0
0.104,FY2032_33,0,0,0,0
0.104,FY2033_34,0,0,0,0
0.104,FY2034_35,0,0,0,0
0.105,FY2025_26,0,0,0,0
0.105,FY2026_27,0,0,0,0
0.105,FY2027_28,0,0,0,0
0.105,FY2028_29,0,0,0,0
0.105,FY2029_30,0,0,0,0
0.105,FY2030_31,0,0,0,0
0.105,FY2031_32,0,0,0,0
0.105,FY2032_33,0,0,0,0
0.105,FY2033_34,0,0,0,0
0.105,FY2034_35,0,0,0,0
0.106,FY2025_26,0,0,0,0
0.106,FY2026_27,0,0,0,0
0.106,FY2027_28,0,0,0,0
0.106,FY2028_29,0,0,0,0
0.106,FY2029_30,0,0,0,0
0.106,FY2030_31,0,0,0,0
0.106,FY2031_32,0,0,0,0
0.106,FY2032_33,0,0,0,0
0.106,FY2033_34,0,0,0,0
0.106,FY2034_35,0,0,0,0
0.107,FY2025_26,0,0,0,0
0.107,FY2026_27,0,0,0,0
0.107,FY2027_28,0,0,0,0
0.107,FY2028_29,0,0,0,0
0.107,FY2029_30,0,0,0,0
0.107,FY2030_31,0,0,0,0
0.107,FY2031_32,0,0,0,0
0.107,FY2032_33,0,0,0,0
0.107,FY2033_34,0,0,0,0
0.107,FY2034_35,0,0,0,0
0.108,FY2025_26,0,0,0,0
0.108,FY2026_27,0,0,0,0
0.108,FY2027_28,0,0,0,0
0.108,FY2028_29,0,0,0,0
0.108,FY2029_30,0,0,0,0
0.108,FY2030_31,0,0,0,0
0.108,FY2031_32,0,0,0,0
0.108,FY2032_33,0,0,0,0
0.108,FY2033_34,0,0,0,0
0.108,FY2034_35,0,0,0,0
0.109,FY2025_26,0,0,0,0
0.109,FY2026_27,0,0,0,0
0.109,FY2027_28,0,0,0,0
0.109,FY2028_29,0,0,0,0
0.109,FY2029_30,0,0,0,0
0.109,FY2030_31,0,0,0,0
0.109,FY2031_32,0,0,0,0
0.109,FY2032_33,0,0,0,0
0.109,FY2033_34,0,0,0,0
0.109,FY2034_35,0,0,0,0
0.11,FY2025_26,0,0,0,0
0.11,FY2026_27,0,0,0,0
0.11,FY2027_28,0,0,0,0
0.11,FY2028_29,0,0,0,0
0.11,FY2029_30,0,0,0,0
0.11,FY2030_31,0,0,0,0
0.11,FY2031_32,0,0,0,0
0.11,FY2032_33,0,0,0,0
0.11,FY2033_34,0,0,0,0
0.11,FY2034_35,0,0,0,0
0.111,FY2025_26,0,0,0,0
0.111,FY2026_27,0,0,0,0
0.111,FY2027_28,0,0,0,0
0.111,FY2028_29,0,0,0,0
0.111,FY2029_30,0,0,0,0
0.111,FY2030_31,0,0,0,0
0.111,FY2031_32,0,0,0,0
0.111,FY2032_33,0,0,0,0
0.111,FY2033_34,0,0,0,0
0.111,FY2034_35,0,0,0.000167707928725099,0
0.112,FY2025_26,0,0,0,0
0.112,FY2026_27,0,0,0,0
0.112,FY2027_28,0,0,0,0
0.112,FY2028_29,0,0,0,0
0.112,FY2029_30,0,0,0,0
0.112,FY2030_31,0,0,0,0
0.112,FY2031_32,0,0,0,0
0.112,FY2032_33,0,0,0,0
0.112,FY2033_34,0,0,0,0
0.112,FY2034_35,0,0,0.00164227633094078,0
0.113,FY2025_26,0,0,0,0
0.113,FY2026_27,0,0,0,0
0.113,FY2027_28,0,0,0,0
0.113,FY2028_29,0,0,0,0
0.113,FY2029_30,0,0,0,0
0.113,FY2030_31,0,0,0,0
0.113,FY2031_32,0,0,0,0
0.113,FY2032_33,0,0,0,0
0.113,FY2033_34,0,0,0,0
0.113,FY2034_35,0,0,0.00312175408236793,0
0.114,FY2025_26,0,0,0,0
0.114,FY2026_27,0,0,0,0
0.114,FY2027_28,0,0,0,0
0.114,FY2028_29,0,0,0,0
0.114,FY2029_30,0,0,0,0
0.114,FY2030_31,0,0,0,0
0.114,FY2031_32,0,0,0,0
0.114,FY2032_33,0,0,0,0
0.114,FY2033_34,0,0,0,0
0.114,FY2034_35,0,0,0.00436506343949602,0
0.115,FY2025_26,0,0,0,0
0.115,FY2026_27,0,0,0,0
0.115,FY2027_28,0,0,0,0
0.115,FY2028_29,0,0,0,0
0.115,FY2029_30,0,0,0,0
0.115,FY2030_31,0,0,0,0
0.115,FY2031_32,0,0,0,0
0.115,FY2032_33,0,0,0,0
0.115,FY2033_34,0,0,0,0
0.115,FY2034_35,0,0,0.00568136851029942,0
0.116,FY2025_26,0,0,0,0
0.116,FY2026_27,0,0,0,0
0.116,FY2027_28,0,0,0,0
0.116,FY2028_29,0,0,0,0
0.116,FY2029_30,0,0,0,0
0.116,FY2030_31,0,0,0,0
0.116,FY2031_32,0,0,0,0
0.116,FY2032_33,0,0,0,0
0.116,FY2033_34,0,0,0.00122981383838986,0
0.116,FY2034_35,0,0,0.00689470958378966,0
0.117,FY2025_26,0,0,0,0
0.117,FY2026_27,0,0,0,0
0.117,FY2027_28,0,0,0,0
0.117,FY2028_29,0,0,0,0
0.117,FY2029_30,0,0,0,0
0.117,FY2030_31,0,0,0,0
0.117,FY2031_32,0,0,0,0
0.117,FY2032_33,0,0,0,0
0.117,FY2033_34,0,0,0.00257162162238146,0
0.117,FY2034_35,0,0,0.00818864187307759,0
0.118,FY2025_26,0,0,0,0
0.118,FY2026_27,0,0,0,0
0.118,FY2027_28,0,0,0,0
0.118,FY2028_29,0,0,0,0
0.118,FY2029_30,0,0,0,0
0.118,FY2030_31,0,0,0,0
0.118,FY2031_32,0,0,0,0
0.118,FY2032_33,0,0,0,0
0.118,FY2033_34,0,0,0.00395176520839216,0
0.118,FY2034_35,0,0.00044303880753578,0.00951954214888347,0
0.119,FY2025_26,0,0,0,0
0.119,FY2026_27,0,0,0,0
0.119,FY2027_28,0,0,0,0
0.119,FY2028_29,0,0,0,0
0.119,FY2029_30,0,0,0,0
0.119,FY2030_31,0,0,0,0
0.119,FY2031_32,0,0,0,0
0.119,FY2032_33,0,0,0,0
0.119,FY2033_34,0,0,0.00525811272097564,0
0.119,FY2034_35,0,0.00161133071010646,0.0107792793837759,0
0.12,FY2025_26,0,0,0,0
0.12,FY2026_27,0,0,0,0
0.12,FY2027_28,0,0,0,0
0.12,FY2028_29,0,0,0,0
0.12,FY2029_30,0,0,0,0
0.12,FY2030_31,0,0,0,0
0.12,FY2031_32,0,0,0,0
0.12,FY2032_33,0,0,0.000844524624414625,0
0.12,FY2033_34,0,0,0.00652316742952231,0
0.12,FY2034_35,0,0.00274269365761277,0.0119991971355085,0
0.121,FY2025_26,0,0,0,0
0.121,FY2026_27,0,0,0,0
0.121,FY2027_28,0,0,0,0
0.121,FY2028_29,0,0,0,0
0.121,FY2029_30,0,0,0,0
0.121,FY2030_31,0,0,0,0
0.121,FY2031_32,0,0,0,0
0.121,FY2032_33,0,0,0.00199497318143808,0
0.121,FY2033_34,0,0,0.00763256815953527,0
0.121,FY2034_35,0,0.0037348522349403,0.0130690146186454,0
0.122,FY2025_26,0,0,0,0
0.122,FY2026_27,0,0,0,0
0.122,FY2027_28,0,0,0,0
0.122,FY2028_29,0,0,0,0
0.122,FY2029_30,0,0,0,0
0.122,FY2030_31,0,0,0,0
0.122,FY2031_32,0,0,0,0
0.122,FY2032_33,0,0,0.00321773763964139,0
0.122,FY2033_34,0,0,0.00881170457053171,0
0.122,FY2034_35,0,0.00478937678351853,0.0142060796244279,0
0.123,FY2025_26,0,0,0,0
0.123,FY2026_27,0,0,0,0
0.123,FY2027_28,0,0,0,0
0.123,FY2028_29,0,0,0,0
0.123,FY2029_30,0,0,0,0
0.123,FY2030_31,0,0,0,0
0.123,FY2031_32,0,0,0,0
0.123,FY2032_33,0,0,0.00441200811965908,0
0.123,FY2033_34,0,0.000183739603541915,0.00996336366408782,0
0.123,FY2034_35,0,0.0058193278344932,0.0153166476992168,0
0.124,FY2025_26,0,0,0,0
0.124,FY2026_27,0,0,0,0
0.124,FY2027_28,0,0,0,0
0.124,FY2028_29,0,0,0,0
0.124,FY2029_30,0,0,0,0
0.124,FY2030_31,0,0,0,0
0.124,FY2031_32,0,0,0,0
0.124,FY2032_33,0,0,0.00560735576483641,0
0.124,FY2033_34,0,0.00125791657313057,0.0111160614897169,0
0.124,FY2034_35,0.000959552774110308,0.00685020784369535,0.0164282174442786,0
0.125,FY2025_26,0,0,0,0
0.125,FY2026_27,0,0,0,0
0.125,FY2027_28,0,0,0,0
0.125,FY2028_29,0,0,0,0
0.125,FY2029_30,0,0,0,0
0.125,FY2030_31,0,0,0,0
0.125,FY2031_32,0,0,0.00102753139096311,0
0.125,FY2032_33,0,0,0.00669964454287665,0
0.125,FY2033_34,0,0.00223948160506476,0.0121693775726872,0
0.125,FY2034_35,0.00194322865420737,0.00779220883403528,0.017443951371926,0
0.126,FY2025_26,0,0,0,0
0.126,FY2026_27,0,0,0,0
0.126,FY2027_28,0,0,0,0
0.126,FY2028_29,0,0,0,0
0.126,FY2029_30,0,0,0,0
0.126,FY2030_31,0,0,0,0
0.126,FY2031_32,0,0,0.00219252047389953,0
0.126,FY2032_33,0,0,0.0078230669950815,0
0.126,FY2033_34,0,0.00324902433528717,0.0132527164851316,0
0.126,FY2034_35,0.00295494239842079,0.00876105982273241,0.018488636919124,0
0.127,FY2025_26,0,0,0,0
0.127,FY2026_27,0,0,0,0
0.127,FY2027_28,0,0,0,0
0.127,FY2028_29,0,0,0,0
0.127,FY2029_30,0,0,0,0
0.127,FY2030_31,0,0,0,0
0.127,FY2031_32,0,0,0.0032169956777154,0
0.127,FY2032_33,0,0,0.00881098908169272,0
0.127,FY2033_34,0,0.00413680217754685,0.0142053896641203,0
0.127,FY2034_35,0.00384462940020268,0.00961305391319276,0.0194073188660755,0
0.128,FY2025_26,0,0,0,0
0.128,FY2026_27,0,0,0,0
0.128,FY2027_28,0,0,0,0
0.128,FY2028_29,0,0,0,0
0.128,FY2029_30,0,0,0,0
0.128,FY2030_31,0,0,0,0
0.128,FY2031_32,0,0,0.00435960505692375,0
0.128,FY2032_33,0,0,0.00991283033454556,0
0.128,FY2033_34,0,0.0051269513636287,0.0152679173910758,0
0.128,FY2034_35,0.00483690789460583,0.0105632930553059,0.0204319357676719,0
0.129,FY2025_26,0,0,0,0
0.129,FY2026_27,0,0,0,0
0.129,FY2027_28,0,0,0,0
0.129,FY2028_29,0,0,0,0
0.129,FY2029_30,0,0,0,0
0.129,FY2030_31,0,0,0,0
0.129,FY2031_32,0,0,0.00543022626869873,0
0.129,FY2032_33,0,0.000429016029245212,0.0109452519466719,0
0.129,FY2033_34,0.000800036338065806,0.00605471787835432,0.016263502359375,0
0.129,FY2034_35,0.00576666956419075,0.0114536639907431,0.0213919984179122,0
0.13,FY2025_26,0,0,0,0
0.13,FY2026_27,0,0,0,0
0.13,FY2027_28,0,0,0,0
0.13,FY2028_29,0,0,0,0
0.13,FY2029_30,0,0,0,0
0.13,FY2030_31,0,0,0.000787292264406722,0
0.13,FY2031_32,0,0,0.006467977111289,0
0.13,FY2032_33,0,0.0013660679684464,0.0119459759993144,0
0.13,FY2033_34,0.00173459732040781,0.00695399996971823,0.0172285207322221,0
0.13,FY2034_35,0.00666788555487735,0.0123166986273687,0.02232258508411,0
0.131,FY2025_26,0,0,0,0
0.131,FY2026_27,0,0,0,0
0.131,FY2027_28,0,0,0,0
0.131,FY2028_29,0,0,0,0
0.131,FY2029_30,0,0,0,0
0.131,FY2030_31,0,0,0.00178372297940778,0
0.131,FY2031_32,0,0,0.00742885533211933,0
0.131,FY2032_33,0,0.00223370667632528,0.0128725702334805,0
0.131,FY2033_34,0.00259992959200472,0.00778666667593597,0.0181220542270786,0
0.131,FY2034_35,0.00750234290453685,0.0131158029519539,0.0231842374417345,0
0.132,FY2025_26,0,0,0,0
0.132,FY2026_27,0,0,0,0
0.132,FY2027_28,0,0,0,0
0.132,FY2028_29,0,0,0,0
0.132,FY2029_30,0,0,0,0
0.132,FY2030_31,0,0,0.00276775896862228,0
0.132,FY2031_32,0,0,0.00837778106906679,0
0.132,FY2032_33,0,0.00309055271823749,0.0137876384465446,0
0.132,FY2033_34,0.00345449788768315,0.00860897573727204,0.0190044729474876,0
0.132,FY2034_35,0.00832642033527787,0.0139049671183033,0.0240351715983487,0
0.133,FY2025_26,0,0,0,0
0.133,FY2026_27,0,0,0,0
0.133,FY2027_28,0,0,0,0
0.133,FY2028_29,0,0,0,0
0.133,FY2029_30,0,0,0,0
0.133,FY2030_31,0,0,0.00382159436427493,0
0.133,FY2031_32,0,0,0.00939401578040011,0
0.133,FY2032_33,0,0.00400817635953614,0.0147676140601737,0
0.133,FY2033_34,0.00436968221819465,0.00948961262911338,0.019949483182424,0
0.133,FY2034_35,0.00920895103008163,0.0147501080893602,0.0249464640139093,0
0.134,FY2025_26,0,0,0,0
0.134,FY2026_27,0,0,0,0
0.134,FY2027_28,0,0,0,0
0.134,FY2028_29,0,0,0,0
0.134,FY2029_30,0,0,0,0
0.134,FY2030_31,0,0,0.00487037837803807,0
0.134,FY2031_32,0,0,0.0104053793423704,0
0.134,FY2032_33,0.000295857518656715,0.00492140152697242,0.0157428923262973,0
0.134,FY2033_34,0.00528047976726781,0.0103660283368257,0.0208899636704892,0
0.134,FY2034_35,0.0100872514631319,0.0155911980199863,0.0258533883032683,0
0.135,FY2025_26,0,0,0,0
0.135,FY2026_27,0,0,0,0
0.135,FY2027_28,0,0,0,0
0.135,FY2028_29,0,0,0,0
0.135,FY2029_30,0,0,0.000157703767501414,0
0.135,FY2030_31,0,0,0.00586085223481331,0
0.135,FY2031_32,0,0.000146775159962736,0.0113605132447573,0
0.135,FY2032_33,0.0011878425526187,0.00578385332050166,0.0166639471984159,0
0.135,FY2033_34,0.00614063891284348,0.0111937171981782,0.0217781554468813,0
0.135,FY2034_35,0.0109167202631085,0.0163855251422055,0.0267098895341189,0
0.136,FY2025_26,0,0,0,0
0.136,FY2026_27,0,0,0,0
0.136,FY2027_28,0,0,0,0
0.136,FY2028_29,0,0,0,0
0.136,FY2029_30,0,0,0.00119902165826687,0
0.136,FY2030_31,0,0,0.00686501606390248,0
0.136,FY2031_32,0,0.00105787108725939,0.0123288486633582,0
0.136,FY2032_33,0.00209215628191758,0.00665822561157331,0.0175977325586868,0
0.136,FY2033_34,0.00701268686780866,0.0120328460763659,0.0226786234895726,0
0.136,FY2034_35,0.0117576536815898,0.0171908311673377,0.0275782290159813,0
0.137,FY2025_26,0,0,0,0
0.137,FY2026_27,0,0,0,0
0.137,FY2027_28,0,0,0,0
0.137,FY2028_29,0,0,0,0
0.137,FY2029_30,0,0,0.00214619859111634,0
0.137,FY2030_31,0,0,0.00777839786992896,0
0.137,FY2031_32,0,0.00188659885003135,0.0132096411474725,0
0.137,FY2032_33,0.00291471499530083,0.00745354976010686,0.0184470985028664,0
0.137,FY2033_34,0.00780589681321199,0.0127961130135383,0.0234976841879136,0
0.137,FY2034_35,0.0125225620185265,0.0179233330264283,0.0283680657549793,0
0.138,FY2025_26,0,0,0,0
0.138,FY2026_27,0,0,0,0
0.138,FY2027_28,0,0,0,0
0.138,FY2028_29,0,0,0,0
0.138,FY2029_30,0,0,0.00317955304729188,0
0.138,FY2030_31,0,0,0.00877488239854568,0
0.138,FY2031_32,0,0.00279072720970385,0.014170571261857,0
0.138,FY2032_33,0.0038121130235483,0.00832123532601137,0.0193737427790327,0
0.138,FY2033_34,0.00867127581827224,0.0136288246890704,0.0243912659392794,0
0.138,FY2034_35,0.0133570644342066,0.0187224805077451,0.0292297646473283,0
0.139,FY2025_26,0,0,0,0
0.139,FY2026_27,0,0,0,0
0.139,FY2027_28,0,0,0,0
0.139,FY2028_29,0,0,0,0
0.139,FY2029_30,0,0,0.00424312986929052,0
0.139,FY2030_31,0,0,0.00980051096363599,0
0.139,FY2031_32,0,0.00372129847855794,0.0151596055579903,0
0.139,FY2032_33,0.00473575711996392,0.00921429796406712,0.0203274884840794,0
0.139,FY2033_34,0.0095619644358379,0.0144858905605251,0.0253109821447246,0
0.139,FY2034_35,0.014215973419323,0.0195450005379319,0.0301166655204673,0
0.14,FY2025_26,0,0,0,0
0.14,FY2026_27,0,0,0,0
