country,year,gender,age,share_first_quintile_inc,share_second_quintile_inc,share_third_quintile_inc,share_fourth_quintile_inc,share_fifth_quintile_inc,share_bottom50_inc,share_top10_pct_inc,share_top5_pct_inc,share_top1_pct_inc,share_top0_5_pct_inc,share_top0_1_pct_inc,share_top0_01_pct_inc,gini_coefficient,nobs_log_inc,mean_log_inc,std_log_inc,p1_log_inc,p2_5_log_inc,p5_log_inc,p10_log_inc,p12_5_log_inc,p25_log_inc,p37_5_log_inc,p50_log_inc,p62_5_log_inc,p75_log_inc,p87_5_log_inc,p90_log_inc,p95_log_inc,p97_5_log_inc,p99_log_inc,p99_9_log_inc,p99_99_log_inc,p9010_log_inc,p9050_log_inc,p5010_log_inc,kelley_log_inc,crows_log_inc,nobs_res_log_inc,mean_res_log_inc,std_res_log_inc,p1_res_log_inc,p2_5_res_log_inc,p5_res_log_inc,p10_res_log_inc,p12_5_res_log_inc,p25_res_log_inc,p37_5_res_log_inc,p50_res_log_inc,p62_5_res_log_inc,p75_res_log_inc,p87_5_res_log_inc,p90_res_log_inc,p95_res_log_inc,p97_5_res_log_inc,p99_res_log_inc,p99_9_res_log_inc,p99_99_res_log_inc,p9010_res_log_inc,p9050_res_log_inc,p5010_res_log_inc,kelley_res_log_inc,crows_res_log_inc,nobs_log_perm_inc,mean_log_perm_inc,std_log_perm_inc,p1_log_perm_inc,p2_5_log_perm_inc,p5_log_perm_inc,p10_log_perm_inc,p12_5_log_perm_inc,p25_log_perm_inc,p37_5_log_perm_inc,p50_log_perm_inc,p62_5_log_perm_inc,p75_log_perm_inc,p87_5_log_perm_inc,p90_log_perm_inc,p95_log_perm_inc,p97_5_log_perm_inc,p99_log_perm_inc,p99_9_log_perm_inc,p99_99_log_perm_inc,p9010_log_perm_inc,p9050_log_perm_inc,p5010_log_perm_inc,kelley_log_perm_inc,crows_log_perm_inc,share_below_mininc,nobs_earn_inc,mean_earn_inc,std_earn_inc,p1_earn_inc,p2_5_earn_inc,p5_earn_inc,p10_earn_inc,p12_5_earn_inc,p25_earn_inc,p37_5_earn_inc,p50_earn_inc,p62_5_earn_inc,p75_earn_inc,p87_5_earn_inc,p90_earn_inc,p95_earn_inc,p97_5_earn_inc,p99_earn_inc,p99_9_earn_inc,p99_99_earn_inc,p9010_earn_inc,p9050_earn_inc,p5010_earn_inc,kelley_earn_inc,crows_earn_inc,nobs_res_1yr_log_chg,mean_res_1yr_log_chg,std_res_1yr_log_chg,skew_res_1yr_log_chg,kurt_res_1yr_log_chg,p1_res_1yr_log_chg,p2_5_res_1yr_log_chg,p5_res_1yr_log_chg,p10_res_1yr_log_chg,p12_5_res_1yr_log_chg,p25_res_1yr_log_chg,p37_5_res_1yr_log_chg,p50_res_1yr_log_chg,p62_5_res_1yr_log_chg,p75_res_1yr_log_chg,p87_5_res_1yr_log_chg,p90_res_1yr_log_chg,p95_res_1yr_log_chg,p97_5_res_1yr_log_chg,p99_res_1yr_log_chg,p99_9_res_1yr_log_chg,p99_99_res_1yr_log_chg,p9010_res_1yr_log_chg,p9050_res_1yr_log_chg,p5010_res_1yr_log_chg,kelley_res_1yr_log_chg,crows_res_1yr_log_chg,nobs_res_5yr_log_chg,mean_res_5yr_log_chg,std_res_5yr_log_chg,skew_res_5yr_log_chg,kurt_res_5yr_log_chg,p1_res_5yr_log_chg,p2_5_res_5yr_log_chg,p5_res_5yr_log_chg,p10_res_5yr_log_chg,p12_5_res_5yr_log_chg,p25_res_5yr_log_chg,p37_5_res_5yr_log_chg,p50_res_5yr_log_chg,p62_5_res_5yr_log_chg,p75_res_5yr_log_chg,p87_5_res_5yr_log_chg,p90_res_5yr_log_chg,p95_res_5yr_log_chg,p97_5_res_5yr_log_chg,p99_res_5yr_log_chg,p99_9_res_5yr_log_chg,p99_99_res_5yr_log_chg,p9010_res_5yr_log_chg,p9050_res_5yr_log_chg,p5010_res_5yr_log_chg,kelley_res_5yr_log_chg,crows_res_5yr_log_chg,nobs_arcpct_1yr_chg,mean_arcpct_1yr_chg,std_arcpct_1yr_chg,skew_arcpct_1yr_chg,kurt_arcpct_1yr_chg,p1_arcpct_1yr_chg,p2_5_arcpct_1yr_chg,p5_arcpct_1yr_chg,p10_arcpct_1yr_chg,p12_5_arcpct_1yr_chg,p25_arcpct_1yr_chg,p37_5_arcpct_1yr_chg,p50_arcpct_1yr_chg,p62_5_arcpct_1yr_chg,p75_arcpct_1yr_chg,p87_5_arcpct_1yr_chg,p90_arcpct_1yr_chg,p95_arcpct_1yr_chg,p97_5_arcpct_1yr_chg,p99_arcpct_1yr_chg,p99_9_arcpct_1yr_chg,p99_99_arcpct_1yr_chg,p9010_arcpct_1yr_chg,p9050_arcpct_1yr_chg,p5010_arcpct_1yr_chg,kelley_arcpct_1yr_chg,crows_arcpct_1yr_chg,nobs_arcpct_5yr_chg,mean_arcpct_5yr_chg,std_arcpct_5yr_chg,skew_arcpct_5yr_chg,kurt_arcpct_5yr_chg,p1_arcpct_5yr_chg,p2_5_arcpct_5yr_chg,p5_arcpct_5yr_chg,p10_arcpct_5yr_chg,p12_5_arcpct_5yr_chg,p25_arcpct_5yr_chg,p37_5_arcpct_5yr_chg,p50_arcpct_5yr_chg,p62_5_arcpct_5yr_chg,p75_arcpct_5yr_chg,p87_5_arcpct_5yr_chg,p90_arcpct_5yr_chg,p95_arcpct_5yr_chg,p97_5_arcpct_5yr_chg,p99_arcpct_5yr_chg,p99_9_arcpct_5yr_chg,p99_99_arcpct_5yr_chg,p9010_arcpct_5yr_chg,p9050_arcpct_5yr_chg,p5010_arcpct_5yr_chg,kelley_arcpct_5yr_chg,crows_arcpct_5yr_chg,autocorr_lag1_res_log_inc,autocorr_lag2_res_log_inc,autocorr_lag3_res_log_inc,autocorr_lag4_res_log_inc,autocorr_lag5_res_log_inc,autocorr_lag1_res_1yr_log_chg,autocorr_lag2_res_1yr_log_chg,autocorr_lag3_res_1yr_log_chg,autocorr_lag4_res_1yr_log_chg,autocorr_lag5_res_1yr_log_chg,Pareto_tail_index_5pct,Pareto_tail_index_1pct
AUS,2012,All genders,25,,,,,,,,,,,,,,264452,10.46164,.73997372,8.5388861,8.6950455,8.9365559,9.3216333,9.4764872,10.04409,10.40621,10.64325,10.81117,10.97882,11.17719,11.2329,11.40841,11.60071,11.82965,12.1911,12.76158,1.9112663,.5896492,1.3216171,-.38297537,3.1085615,264452,9.3999999e-09,.7365945,-1.920013,-1.762513,-1.52457,-1.137905,-.98528242,-.41343361,-.050767399,.18590119,.35430759,.51845121,.7165122,.76589543,.92749637,1.10218,1.315608,1.680624,2.2511661,1.9038005,.5799942,1.3238062,-.39069849,3.0740848,,,,,,,,,,,,,,,,,,,,,,,,,,0,264452,43920.82,27884.73,5109.6499,5973.2368,7604.9561,11177.22,13049.26,23019.25,33064.488,41908.68,49571.461,58619.48,71481.203,75576.773,90075.828,109175.8,137262,197027,348565.69,64399.555,33668.094,30731.461,.045600202,2.8989296,239901,.1176815,.61816639,-.65014172,7.5326381,-2.0302629,-1.431744,-.95769,-.49663901,-.36057451,-.041855499,.057459101,.1177085,.19227441,.32876521,.65924013,.77609468,1.115644,1.44365,1.821665,2.4711139,2.9130991,1.2727337,.65838617,.61434752,.034601625,7.7583199,208828,.081842102,.83120221,-.43955529,5.42589,-2.5460429,-1.902194,-1.367273,-.83226353,-.67104578,-.25275001,-.067061901,.079028398,.23988751,.4704107,.91574049,1.060903,1.477089,1.834497,2.1962371,2.7894809,3.269335,1.8931665,.98187459,.91129196,.037282843,5.1671653,269310,.0172136,.74592662,-.050494701,4.5940418,-2,-1.956068,-1.46223,-.82720989,-.63724327,-.2006004,-.079846099,-.0134296,.076944701,.26639691,.74685401,.91132718,1.455096,1.882611,2,2,2,1.7385371,.92475677,.81378031,.063833244,8.2199173,250241,-.0176057,.98742467,-.1482954,2.969933,-2,-2,-2,-1.5950609,-1.259667,-.44783691,-.17523471,-.0018032,.19189709,.49678379,1.127267,1.3237129,1.830325,2,2,2,2,2.9187739,1.3255161,1.5932578,-.091730878,4.2345037,,,,,,,,,,,,
AUS,2013,All genders,25,,,,,,,,,,,,,,266504,10.45294,.74335402,8.540679,8.6931429,8.9363022,9.3135548,9.4668283,10.02176,10.38807,10.63203,10.80419,10.97163,11.17511,11.22992,11.4145,11.62022,11.85555,12.20502,12.778,1.9163656,.59789085,1.3184748,-.37601587,3.0815554,266504,-1.9799999e-09,.73979563,-1.911948,-1.751817,-1.516534,-1.136945,-.98471022,-.42686811,-.060129099,.1832795,.35614881,.5224458,.72341639,.77466023,.93868399,1.126086,1.350348,1.703887,2.255594,1.9116052,.59138072,1.3202245,-.38127318,3.0315609,,,,,,,,,,,,,,,,,,,,,,,,,,0,266504,43719.43,28350.73,5118.8159,5961.8901,7603.0278,11087.29,12923.83,22511.039,32469.85,41441.23,49226.48,58199.5,71333.008,75351.883,90625.992,111326.3,140863.5,199789.7,354335.59,64264.594,33910.652,30353.941,.055344798,2.9523382,240267,.1178985,.61347443,-.71315128,7.553597,-2.005105,-1.445058,-.96390063,-.50180298,-.36268231,-.033425901,.066996001,.124323,.1956272,.32853979,.65379328,.76953131,1.100276,1.411329,1.777609,2.4248109,2.9166811,1.2713343,.6452083,.62612599,.01500967,7.8913198,209638,.090213701,.82141191,-.40850279,5.4331641,-2.501224,-1.8449351,-1.312537,-.79850149,-.64751202,-.25051159,-.070261396,.0783334,.2418531,.47914839,.92055148,1.065956,1.479836,1.837505,2.1910341,2.751111,3.1832221,1.8644575,.98762262,.87683487,.059420902,5.0467892,270880,.0194561,.75036442,-.1164596,4.5816102,-2,-2,-1.508363,-.84826171,-.65268731,-.1894037,-.063517198,.0004587,.087337002,.2688165,.74604791,.90694618,1.447536,1.8711441,2,2,2,1.7552079,.90648746,.84872043,.032911789,8.4482174,249558,.0034836,.9744041,-.1461872,3.024786,-2,-2,-2,-1.477412,-1.156098,-.42086011,-.17064171,.0035381,.2028667,.51585859,1.142911,1.3386019,1.828194,2,2,2,2,2.8160138,1.3350638,1.4809501,-.051805962,4.2702255,,,,,,,,,,,,
AUS,2014,All genders,25,,,,,,,,,,,,,,269212,10.42603,.74124211,8.5400372,8.6900272,8.9231625,9.2961798,9.4406929,9.9849987,10.35344,10.60529,10.77796,10.94526,11.15275,11.20749,11.38402,11.58403,11.83254,12.22699,12.75805,1.9113102,.60219955,1.3091106,-.3698568,3.0137658,269212,-1.9999999e-09,.73807651,-1.88649,-1.73388,-1.503896,-1.131636,-.98145282,-.43656239,-.067113698,.1823107,.35765091,.52185839,.72946382,.77913392,.94005603,1.120978,1.360106,1.750842,2.266268,1.9107699,.59682322,1.3139467,-.37530604,2.9787104,,,,,,,,,,,,,,,,,,,,,,,,,,0,269212,42567.891,27891.119,5115.5322,5943.3442,7503.7788,10896.31,12590.43,21698.5,31364.859,40347.789,47952.102,56684.762,69755.406,73680.563,87905.227,107369.5,137659.5,204226.59,347337.5,62784.254,33332.773,29451.48,.061819527,2.8990281,242748,.12527931,.61238182,-.69244403,7.610076,-1.996117,-1.418776,-.93600202,-.4771429,-.34248281,-.0306201,.061896998,.119217,.1972793,.3379994,.6689781,.7826789,1.1201741,1.440084,1.788903,2.3875461,2.828583,1.2598218,.66346192,.59635991,.053263102,7.7555852,213717,.1006247,.81562972,-.34384361,5.3120561,-2.4407139,-1.784333,-1.26967,-.77572638,-.62713063,-.25291651,-.074840099,.074497603,.2465324,.4923653,.9428491,1.087501,1.497849,1.841298,2.195507,2.749517,3.1118939,1.8632274,1.0130035,.85022396,.087364279,4.8647785,275733,.032948099,.76215649,-.087829001,4.5126252,-2,-2,-1.512153,-.823174,-.63036388,-.1838966,-.068424597,-.0029483,.092997096,.28994,.78849298,.95981109,1.512833,1.9199899,2,2,2,1.7829851,.96275938,.82022572,.079941027,8.2728729,256238,.025794201,.9810155,-.1077937,2.9994619,-2,-2,-2,-1.3991801,-1.0917079,-.4134737,-.17753489,-.00037990001,.2125475,.5510543,1.206056,1.408832,1.890588,2,2,2,2,2.808012,1.4092119,1.3988001,.0037078685,4.1471062,,,,,,,,,,,,
AUS,2015,All genders,25,,,,,,,,,,,,,,267425,10.42049,.73038262,8.5504665,8.7050819,8.938283,9.3038073,9.4488602,9.9896975,10.3471,10.59727,10.77013,10.93393,11.139,11.1918,11.35594,11.53936,11.79121,12.22859,12.86545,1.8879929,.59453011,1.2934628,-.37019879,3.0016725,267425,2.6000000e-09,.72798783,-1.8708971,-1.713897,-1.4840699,-1.116134,-.96934628,-.42918611,-.069159903,.1798397,.35527009,.51530153,.7204138,.76992673,.92140943,1.091695,1.329239,1.760049,2.3879139,1.8860607,.59008706,1.2959738,-.3742651,2.9704909,,,,,,,,,,,,,,,,,,,,,,,,,,0,267425,42044.738,27008.27,5169.165,6033.4961,7618.104,10979.74,12693.69,21800.711,31166.4,40025.281,47578.191,56045.898,68802.68,72533.391,85472.078,102678.8,132086,204554.2,386715.81,61553.648,32508.109,29045.541,.056252852,2.8221571,242013,.1337586,.61052787,-.68712229,7.5208931,-1.978526,-1.402297,-.9208293,-.46441671,-.33393791,-.027822999,.064998403,.1274889,.20720559,.3496995,.68075442,.7943244,1.129678,1.43958,1.792487,2.36904,2.7619269,1.2587411,.66683549,.59190559,.059527643,7.5277023,213910,.095364504,.81515521,-.36418679,5.325511,-2.4513791,-1.802048,-1.2709351,-.77468669,-.63163829,-.26261979,-.082123801,.0707523,.24496751,.49279889,.94086099,1.0803699,1.483638,1.8246109,2.179132,2.7366121,3.150676,1.8550566,1.0096177,.84543902,.088503316,4.8008595,277393,.045963399,.78149718,-.1182605,4.4148569,-2,-2,-1.578989,-.84172893,-.63578892,-.17693689,-.0591878,.0120857,.1117009,.31735909,.82550257,1.005046,1.5769939,1.982399,2,2,2,1.8467749,.99296033,.8538146,.075345255,8.0567093,258294,.025948901,.99103123,-.089826897,2.9610629,-2,-2,-2,-1.425357,-1.105582,-.4261806,-.1865539,-.0044840002,.21364591,.55905372,1.2295721,1.4409291,1.926808,2,2,2,2,2.866286,1.4454131,1.4208729,.0085616671,4.059948,,,,,,,,,,,,
AUS,2016,All genders,25,,,,,,,,,,,,,,267957,10.41858,.72232378,8.5626202,8.7152395,8.9507608,9.3168812,9.4575176,9.9853029,10.34585,10.5988,10.77143,10.93043,11.1383,11.18983,11.33601,11.49193,11.71373,12.19146,12.82708,1.8729486,.59103012,1.2819185,-.36887738,2.9379005,267957,6.3200001e-09,.72042042,-1.857977,-1.702209,-1.466832,-1.103428,-.95676339,-.43058869,-.068684801,.1814573,.356489,.51250368,.71949267,.77097869,.90747362,1.052894,1.261386,1.7298011,2.3577549,1.8744067,.58952141,1.2848853,-.37097812,2.92135,,,,,,,,,,,,,,,,,,,,,,,,,,0,267957,41712.031,26163.91,5232.3711,6095.1011,7713.7549,11124.23,12804.07,21705.109,31127.73,40086.852,47639.879,55850.32,68754.977,72390.469,83785.344,97921.867,122239,197099.5,372162,61266.238,32303.617,28962.621,.054532416,2.6893015,243111,.1351752,.6064586,-.66684449,7.571003,-1.958142,-1.378402,-.90345198,-.44638079,-.31922019,-.0280491,.0581025,.1201285,.20379961,.3499411,.68667918,.80392349,1.130105,1.437319,1.786258,2.364038,2.7601831,1.2503042,.68379498,.56650931,.093805708,7.4491906,214946,.043418199,.82287812,-.38777569,5.2322068,-2.532388,-1.881475,-1.3626831,-.8511169,-.70094472,-.3113783,-.1304961,.024580101,.19812129,.44818801,.89992613,1.036809,1.434281,1.777375,2.1164539,2.67186,3.1063321,1.8879259,1.0122288,.87569702,.072318427,4.8170252,279685,.055772901,.78946447,-.041489001,4.3814468,-2,-2,-1.550971,-.81565899,-.61010492,-.17681,-.069135599,.0024955999,.1085246,.32484639,.85535282,1.0475169,1.661023,2,2,2,2,1.8631759,1.0450213,.81815457,.12176345,7.9735856,261001,.0041036,1.002925,-.0060104998,2.9049859,-2,-2,-2,-1.442283,-1.14762,-.46629161,-.22874629,-.043963399,.17932449,.54175079,1.248338,1.4759459,1.993245,2,2,2,2,2.9182291,1.5199094,1.3983196,.041665606,3.968087,,,,,,,,,,,,
AUS,2017,All genders,25,,,,,,,,,,,,,,273276,10.41651,.71534652,8.5704718,8.7245398,8.9557009,9.3198795,9.4645262,9.9883862,10.34629,10.59844,10.77153,10.92977,11.12799,11.17616,11.31632,11.45803,11.65287,12.13404,12.81223,1.8562803,.57771969,1.2785606,-.37755126,2.9036918,273276,-2.4800000e-09,.71384078,-1.8478481,-1.6917419,-1.460619,-1.0975209,-.95106411,-.42533901,-.065413497,.1835009,.35773441,.51331371,.71350861,.7596426,.89148808,1.024904,1.208397,1.684651,2.35061,1.8571635,.57614172,1.2810218,-.37954661,2.894197,,,,,,,,,,,,,,,,,,,,,,,,,,0,273276,41398.699,25326.27,5273.6162,6152.042,7751.9609,11157.65,12894.12,21772.141,31141.34,40072.352,47644.961,55813.199,68049.523,71407.313,82151.219,94658.102,115020.9,186100,366673.81,60249.664,31334.961,28914.701,.040170509,2.5999796,249021,.13785709,.59158999,-.57371211,7.6156278,-1.88978,-1.318154,-.84639788,-.41073561,-.29060131,-.0292826,.0510807,.1131058,.1977067,.34453061,.67919677,.79464048,1.123348,1.428373,1.7777669,2.3740849,2.757864,1.2053761,.68153471,.52384138,.130825,7.3473244,219106,.021955701,.8289718,-.41866419,5.3169422,-2.5823171,-1.936377,-1.3936549,-.87422991,-.72339487,-.33836359,-.15202139,.0073388,.1852999,.43129489,.8732481,1.016716,1.413412,1.758945,2.1109171,2.6858461,3.0792,1.8909459,1.0093772,.88156873,.067589723,4.801249,285662,.0573566,.77604789,.039858099,4.481668,-2,-2,-1.451526,-.75201291,-.56373918,-.18167859,-.085638203,-.0135796,.094374903,.31243241,.85097933,1.04651,1.665451,2,2,2,2,1.7985229,1.0600896,.7384333,.17884469,8.0953474,250018,.0395642,.90579861,.4191182,3.023088,-1.933362,-1.735719,-1.415508,-.99415118,-.85418701,-.47976151,-.28768539,-.1074796,.1222151,.49218741,1.24088,1.486235,2,2,2,2,2,2.4803863,1.5937146,.88667154,.28505361,3.8435342,,,,,,,,,,,,
AUS,2018,All genders,25,,,,,,,,,,,,,,280905,10.43535,.70557088,8.5827932,8.7487812,8.9954128,9.3623743,9.5053949,10.02207,10.36631,10.60925,10.78127,10.9392,11.13748,11.18478,11.32734,11.46998,11.66249,12.10246,12.97817,1.8224058,.57553005,1.2468758,-.3683843,2.9670794,280905,1.2400000e-08,.70378703,-1.851182,-1.685782,-1.441,-1.07199,-.92923379,-.41255599,-.066412203,.1753623,.34888339,.50524592,.70246577,.74886203,.88261771,1.016687,1.1966029,1.63196,2.4986401,1.820852,.57349974,1.2473524,-.37007543,2.9445014,,,,,,,,,,,,,,,,,,,,,,,,,,0,280905,41952.141,25389.391,5339,6303,8066,11642,13432,22518,31771,40508,48111,56342,68698,72026,83062,95796,116133,180314,432860,60384,31518,28866,.043918919,2.6458433,256909,.13282961,.58764929,-.60471368,7.7548828,-1.89577,-1.316699,-.84353298,-.4166894,-.29775149,-.033071902,.050687298,.1128393,.1959853,.33933401,.66348541,.77713162,1.10447,1.409284,1.760012,2.34618,2.758141,1.193821,.66429234,.52952868,.11288431,7.3199244,,,,,,,,,,,,,,,,,,,,,,,,,,,,291825,.055741102,.75899142,.022725699,4.6151538,-2,-1.98699,-1.408193,-.72820109,-.5499835,-.17685939,-.0776233,-.0061917002,.097490601,.3034609,.81086677,1.000333,1.602741,2,2,2,2,1.728534,1.0065247,.72200942,.16459917,8.3006907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,2019,All genders,25,,,,,,,,,,,,,,287620,10.45641,.69820088,8.6076317,8.7816467,9.0271425,9.4004774,9.5432634,10.05213,10.38715,10.62694,10.79611,10.95188,11.14854,11.1979,11.3436,11.49372,11.68505,12.09097,12.89854,1.7974224,.57096004,1.2264624,-.36469018,3.0142498,287620,8.0099999e-10,.69654739,-1.849018,-1.674538,-1.429742,-1.055907,-.91239721,-.4027279,-.0655035,.1712133,.3412205,.4957487,.69491351,.74074519,.87842292,1.0201679,1.200089,1.600613,2.395509,1.7966522,.56953192,1.2271203,-.3660076,2.9991944,,,,,,,,,,,,,,,,,,,,,,,,,,0,287620,42681.852,25773.07,5473.271,6513.5972,8326.0459,12094.15,13950.4,23205.061,32440.039,41230.641,48830.32,57061.391,69462.617,72976.789,84423.32,98097.641,118782.1,178255.8,399728,60882.641,31746.148,29136.49,.042863749,2.7050788,262792,.1059185,.5844959,-.64357549,7.599874,-1.908462,-1.346964,-.88925117,-.45972449,-.3454318,-.067352802,.040589198,.1062919,.1829938,.3167493,.62315238,.72933722,1.051904,1.3562,1.716148,2.3328481,2.7437229,1.1890616,.62304533,.56601638,.047961306,7.0376182,,,,,,,,,,,,,,,,,,,,,,,,,,,,297549,.0227932,.75097477,-.0577785,4.6704459,-2,-2,-1.484247,-.7917611,-.60155678,-.2095549,-.078579597,-.0049088001,.088502802,.2732794,.73794472,.90837193,1.489681,1.936584,2,2,2,1.7001331,.91328073,.7868523,.074363843,8.1530743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,2020,All genders,25,,,,,,,,,,,,,,281208,10.44996,.69636601,8.6302538,8.7988138,9.0430889,9.4090824,9.5462685,10.0362,10.36365,10.6067,10.78424,10.95113,11.15409,11.20475,11.34775,11.49661,11.68984,12.11417,12.86781,1.7956676,.59805012,1.1976175,-.33389664,2.9486353,281208,1.1600000e-09,.6945529,-1.821275,-1.652649,-1.406611,-1.040803,-.90361339,-.41179019,-.0821895,.1586825,.33496219,.50045139,.70642543,.75413293,.89081287,1.0293911,1.212918,1.629115,2.3688641,1.7949359,.5954504,1.1994854,-.33652177,2.9400547,,,,,,,,,,,,,,,,,,,,,,,,,,0,281208,42454.73,25794.6,5598.5,6626.3789,8459.8682,12198.67,13992.37,22838.539,31686.65,40404.711,48254.059,57018.699,69849.242,73478.367,84774.367,98381.398,119352.5,182439.5,387632,61279.695,33073.656,28206.041,.079432756,2.6844525,255701,.060336798,.58171362,-.72299433,7.7960172,-1.970065,-1.400576,-.9305703,-.48936811,-.3707158,-.1010224,-.016667999,.047987301,.1331189,.2779468,.58650619,.68877733,.9975121,1.283704,1.625378,2.2365029,2.683969,1.1781454,.64079005,.53735542,.087794445,7.0831089,,,,,,,,,,,,,,,,,,,,,,,,,,,,291900,.0025301001,.77262849,.036178,4.5783539,-2,-2,-1.565208,-.83241862,-.63329381,-.2267337,-.1214856,-.047132201,.057670798,.25913131,.7414242,.91874969,1.586172,2,2,2,2,1.7511683,.96588188,.78528643,.10312856,8.2327394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,2021,All genders,25,,,,,,,,,,,,,,268368,10.51858,.67937237,8.6550837,8.8495426,9.1150446,9.5023336,9.6508913,10.14588,10.4558,10.67659,10.83991,10.99827,11.18799,11.23652,11.3758,11.52069,11.71014,12.14646,12.77691,1.7341862,.55992985,1.1742563,-.35424483,3.133714,268368,2.2700000e-09,.67782682,-1.861369,-1.670193,-1.40476,-1.009882,-.86611968,-.37095389,-.058312699,.1586082,.32245699,.47978371,.67266822,.71812499,.85168618,.98826659,1.167716,1.595376,2.2248859,1.728007,.55951679,1.1684902,-.35241374,3.1248877,,,,,,,,,,,,,,,,,,,,,,,,,,0,268368,44889.551,26000.119,5739.2471,6971.2021,9091.043,13390.94,15535.63,25485.891,34745.141,43329.641,51016.699,59770.359,72257.641,75850.773,87185.898,100779.5,121801.1,188426,353949.5,62459.832,32521.133,29938.699,.041345511,2.7361748,252510,.079944901,.60948169,-.62751061,7.4038472,-2.00422,-1.4065371,-.93002057,-.49662429,-.3776181,-.1111213,-.018394601,.057553101,.1548373,.316672,.65181422,.76627231,1.085364,1.3859349,1.727121,2.2675259,2.7217619,1.2628965,.70871919,.5541774,.12237091,6.5276198,,,,,,,,,,,,,,,,,,,,,,,,,,,,279411,.033584401,.71689552,.56442559,4.5191712,-1.808394,-1.499809,-1.11018,-.67158628,-.54477268,-.264164,-.16827869,-.081999101,.040121399,.27065429,.7865234,.97794503,1.615657,2,2,2,2,1.6495314,1.0599442,.58958715,.28514585,6.5439215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,2022,All genders,25,,,,,,,,,,,,,,262539,10.58802,.66015738,8.693182,8.9231319,9.2193117,9.6172161,9.7678547,10.25122,10.53756,10.73366,10.88873,11.04564,11.22723,11.27469,11.42129,11.57118,11.75364,12.21146,13.00254,1.6574736,.54102993,1.1164436,-.34716314,3.3333094,262539,-2.3400000e-09,.65855461,-1.895093,-1.665126,-1.370744,-.96774542,-.81921262,-.33398879,-.048186898,.1449102,.30148351,.45757231,.64152622,.68750948,.8274101,.96692312,1.142985,1.588446,2.3691759,1.6552548,.54259926,1.1126556,-.34439191,3.3251369,,,,,,,,,,,,,,,,,,,,,,,,,,0,262539,47597.422,27241.949,5962.126,7503.5542,10090.11,15021.18,17463.26,28317.051,37705.41,45874.129,53569.07,62670.34,75149.047,78801.391,91243.523,105998.3,127216.1,201079.91,443538.09,63780.211,32927.262,30852.949,.032522824,2.8671124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,2002,Female,25,,,,,,,,,,,,,,91427,10.42516,.63968599,8.5197306,8.7412748,9.0338068,9.4343033,9.6012297,10.13354,10.43786,10.61379,10.7417,10.87225,11.0157,11.04691,11.14459,11.23537,11.36311,11.68102,12.20473,1.612607,.43312073,1.1794863,-.46283165,3.3762867,91427,2.4400000e-09,.63968599,-1.90543,-1.6838861,-1.391354,-.99085718,-.82393092,-.2916213,.0127019,.18862811,.31654251,.44708619,.59053791,.62175357,.71942788,.81020719,.93795103,1.255862,1.779566,1.6126108,.43312547,1.1794853,-.46282703,3.3762934,,,,,,,,,,,,,,,,,,,,,,,,,,0,91427,39615.43,19192.939,5012.7041,6255.8672,8381.7041,12510.25,14782.95,25173.301,34127.629,40692.059,46244.75,52693.469,60821.5,62750.039,69188.383,75763.188,86086.773,118305.2,199730.8,50239.789,22057.98,28181.809,-.121892,2.5256867,83965,.069228597,.58717102,-.85485542,8.369319,-2.02581,-1.4559799,-.97537261,-.4965252,-.36886439,-.0528262,.0364777,.086177498,.1450669,.25171059,.54290259,.65707082,.97896928,1.306927,1.676404,2.318944,2.693048,1.153596,.57089329,.5827027,-.01023704,9.0724897,75634,.125807,.90574539,-.61719,4.829988,-2.687448,-2.1236069,-1.624127,-1.024675,-.8224777,-.2184757,.0559927,.2105924,.3560549,.56611598,.98500788,1.124797,1.5444829,1.907984,2.293581,2.9538441,3.4126971,2.149472,.9142046,1.2352674,-.14936821,5.1384573,93061,.0061335,.73426092,-.37241051,5.0256729,-2,-2,-1.6469851,-.85815662,-.62835741,-.1442253,-.022493901,.033041399,.099740997,.2331318,.64121521,.78568089,1.2865731,1.774626,2,2,2,1.6438375,.75263947,.89119804,-.0842897,10.002796,92346,-.062648498,1.047919,-.2298824,2.6418011,-2,-2,-2,-1.937768,-1.658269,-.63369989,-.1404337,.073498897,.2487969,.51283091,1.086895,1.278897,1.80854,2,2,2,2,3.216665,1.2053982,2.0112669,-.25052926,3.4887855,,,,,,,,,,,,
